Industries,AUT,BEL,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LVA,LTU,LUX,NLD,POL,PRT,SVK,SVN,ESP,SWE,GBR,BGR,HRV,CYP,MLT,ROU
Manufacturing nec; repair and installation of machinery and equipment,0.10850828661200432,0.06944869791291548,0.23517554448879113,0.06245583325284351,0.13313260533279592,0.09858000197314529,0.05752963858790673,0.09326533484558477,0.14393251025836226,0.23591964313740074,0.0168869475915343,0.11326234147827668,0.4336127332831153,0.3890972413759257,0.06327666084218389,0.07634991266913504,0.2442895944514534,0.07623903938974924,0.23050987883381377,0.11700853918115905,0.04564659327551723,0.13820224024613434,0.03820624800131695,1.1350374142279123,0.10297030876108867,0.042766198510932774,0.05601893204010669,0.16015350349236687
"Electricity, gas, steam and air conditioning supply",0.1506044551289013,0.1271408400975713,1.7810149526836936,0.09699908500600449,0.42069979476013275,0.5206846821673307,0.35967403237293494,0.3495838807415004,0.18963490621644408,1.6377895516572645,0.03214998703405386,0.46252903073091634,2.662014983537703,2.7108940039368226,0.09134353057576461,0.6126695281511728,0.7635619777323602,0.34974072927754857,2.633226756306337,0.39531241126386074,0.16045462125720597,0.12568699260592492,0.13941781914182078,4.97661040490513,0.32058216542078266,0.10469063640077907,0.2839124912932713,0.8055615532763895
"Water supply; sewerage, waste management and remediation activities",0.05426779571756394,0.05193573998943526,0.28578563687459096,0.035621438755600886,0.12831866924200797,0.1697807873337204,0.04688424862606867,0.06932056510763468,0.15865627145120104,0.42702372071384725,0.0143866558857284,0.12207315338577007,0.34701786929615763,0.570826337410514,0.03079115682070189,0.06454519797511779,0.2853346949723845,0.07703972518067201,0.35679164595276297,0.23237714257569134,0.04392094778950494,0.11850626731708766,0.018246248472484985,1.5720391567681993,0.12583271879586755,0.02592268757472477,0.08041669751039487,0.16448619648022988
Construction,0.06892754890169411,0.0627086450668973,0.22696323335976873,0.06768400501347716,0.14583923998585263,0.169307551448878,0.045849708452629964,0.08884626388795419,0.13475553688814382,0.5550904990565211,0.03376285010596833,0.09225665951001111,0.29510802841842476,0.37535056555390567,0.04098271358019531,0.08173197136694126,0.34705246157906067,0.07609893627885218,0.32833157200926777,0.1271799270064951,0.037014300254408695,0.11948240195032406,0.02892869294040613,2.1513824515087356,0.18651096780871163,0.04027603666788932,0.06594691495486513,0.23213037244945275
Wholesale and retail trade; repair of motor vehicles,0.03678287168715062,0.036858026175050004,0.19552793696593707,0.028393644888666303,0.06457468461078043,0.08462454345521428,0.03544565293552779,0.06388088876841515,0.0645913996026959,0.3504630188007358,0.014094170328261331,0.06540605842382845,0.19663606658821067,0.19466163705684075,0.022996005438252563,0.04040367274608672,0.14789017051033773,0.04528130208897084,0.2632131157395052,0.10539151939695782,0.022221201092575246,0.03943611274565147,0.026613937661377735,0.9604118467156673,0.08974535974300368,0.018236752123184923,0.040151301717009424,0.15688737901526426
Land transport and transport via pipelines,0.127827966787432,0.12167900299119853,0.6059361399308937,0.17218242892808822,0.39019864821237216,0.8726690379377742,0.12375180087701725,0.1216747533126758,0.15333274997881918,0.9381153210449136,0.029994107360623593,0.22474215527990218,0.8545222126615823,1.060006001574375,0.03884777067607619,0.2220405207702223,0.7441375865085267,0.2476633596918978,0.6707898086263556,0.25236712906705755,0.10320394076458103,0.42758026412232814,0.07675682108035634,1.9706909116279197,0.17278741431916458,0.06889127837207779,0.1433853040195347,0.2818415366964344
Water transport,0.16380895772157725,0.12032325490169299,0.5745534614382315,0.24419382404629883,0.30763294038067435,0.7150277607019164,0.12350323275850633,0.16697026229129616,0.3012740041212364,1.0885935016256614,0.046801260666176785,0.3853009567186939,0.16180760400800506,0.5997736993332525,0.1143697742598028,0.19870536464368943,0.30573391952670037,0.0948889729361864,0.3949681502315018,0.08788561499103681,0.08993480525939798,0.5740252411165776,0.04440979132212537,0.9489564705514266,0.23580340586205162,0.018604602736963117,0.08592165857017986,0.0978855484526425
Air transport,0.2822525029543949,0.3095661358018496,0.9791177254143003,0.40375160813829125,0.5635099899243825,1.320247387259749,0.2868268416151215,0.4522890473509357,0.3529780715760543,1.7305093982450688,0.08101427984119287,0.4600277153471885,0.825795374144214,1.1006400350481977,0.24876072298833002,0.5088111656252651,0.5492690449858544,0.37539074511382436,0.5965276470154867,0.2565979398808905,0.11396146164120624,0.8793317415808111,0.2224413043524889,1.8323429892047123,0.23934096562568466,0.05738710316914433,0.21855397577676022,0.27671706159325415
Warehousing and support activities for transportation,0.04148729967892051,0.05277863968607175,0.3242911786829237,0.03697133235014001,0.11740419051367618,0.34680635116944036,0.034459787195679895,0.11777222695406982,0.18102461877433484,0.4268325903550671,0.01882872065410311,0.1769709045656902,0.302063288818954,0.3378056213786565,0.04261092783101269,0.0621346676840373,0.23929428873159445,0.03716045612956095,0.7194830187429185,0.08478561522340612,0.039389003109113856,0.13741175171937528,0.03514685328329728,0.8415664424949398,0.17385791890746796,0.03955639053918495,0.08393000747591874,0.11218435659941212
Postal and courier activities,0.044482000484937015,0.0777441984157043,0.23908783048605556,0.0689742240247233,0.10474565338967204,0.26289505829221776,0.02734204028159357,0.13217867114601115,0.25939332103860785,0.37792958105460434,0.01774562676513122,0.25632146572274467,0.22762457944705303,0.4812485905051332,0.07140964504073674,0.0565070347734856,0.3142571069507917,0.04239298095039122,0.31765352917914674,0.0950397145268516,0.0507319614374564,0.11311696028295957,0.0393805867237462,1.1786293970563688,0.0731361926973709,0.042697846246355975,0.1486587764780098,0.17922695003807135
Accommodation and food service activities,0.044461255210449246,0.04452503846862303,0.173383003807561,0.03457842491152163,0.09522760992039934,0.11133497867981414,0.03450097697258514,0.06988526047334515,0.09093321725065155,0.4716440355824577,0.009979731128526374,0.11050341922570527,0.259831819680471,0.46515515837217264,0.030621414164437817,0.08601943887605454,0.19494927713021679,0.048706221094073576,0.435381780918669,0.10829866650885024,0.024038749000720352,0.052595816826505895,0.021236414949709348,1.4291099218813104,0.0885169649533061,0.02667364266952633,0.05380547836300301,0.13881615551971974
"Publishing, audiovisual and broadcasting activities",0.03962306795591548,0.033145130218512134,0.11156851174067993,0.018868558806277247,0.06036053529553092,0.06974001138324995,0.05332306413006315,0.04089059417913573,0.057193212025918067,0.15201654032786108,0.011706016580877669,0.05613547641729711,0.19625706235285068,0.5244288692865114,0.02616071159643401,0.03585739343589977,0.10345318439907104,0.03576356315395639,0.27208605291933313,0.06483415771157403,0.022994573836460575,0.02374671998696244,0.01408894261536066,0.4139321818224594,0.07199108323577831,0.018315876763307037,0.02769828264055222,0.08972480647764493
Telecommunications,0.015037909813649645,0.011327731293566814,0.04484090708271251,0.01300355938044208,0.020386890008170983,0.02771006406180836,0.018910487012941235,0.020510733061358234,0.02229287624304709,0.064324706419612,0.005052672547646404,0.020896071075770937,0.08071804138868495,0.16821792267746474,0.01103728253960223,0.017019520748506253,0.05597040969290951,0.017003401085856396,0.07917891067775415,0.020534613570080358,0.015273328016104998,0.014647846031526905,0.005722127576305814,0.2842358792215442,0.031739374340869375,0.00798667239270789,0.011847054189852347,0.06123283689463253
IT and other information services,0.02583211045044598,0.02633661872815699,0.06148220031489198,0.017017873333374137,0.03493668242715941,0.05510034282972926,0.017161048278958112,0.017823766570010682,0.04781494225405016,0.08224475647471265,0.02232103449727576,0.03285413395565585,0.07835001568959915,0.20478333973712612,0.0327198369468811,0.026957795027196373,0.06501785998943219,0.02233921803995471,0.12327665162232414,0.040901261008409434,0.020879629506935542,0.019698685459712845,0.010166987566343284,0.309928699799455,0.05663736373260157,0.014363393711781195,0.042089160268873875,0.07385199645489068
Financial and insurance activities,0.015462348678256351,0.016080853057367048,0.06543285099752841,0.0062913496848879214,0.023780646562633623,0.07073469087236371,0.014413790870733379,0.019506023616863315,0.010071495927462919,0.0774648931669847,0.008269810088051638,0.02428032340320821,0.05911568867702947,0.133346684634396,0.009199818328735804,0.015683590434316764,0.12584502921101115,0.01133211008544761,0.08573712540140092,0.03169681292324811,0.008534438308786212,0.008915583166530261,0.011738752518838054,0.203094863481701,0.029366667449208263,0.009866727334682442,0.03180441295397239,0.04384746669462387
Real estate activities,0.002994719256031816,0.0018302926548614351,0.027380180971603267,0.0019660900339206057,0.007493014500564298,0.01482212819207199,0.0009117465373627291,0.0023013947583338462,0.0015154317162187423,0.019392115494301924,0.00047465789239300933,0.0017717878651270266,0.0286592423586085,0.04602985978938485,0.0016960085276542319,0.004204895943185633,0.04153720414928015,0.0012968992837621342,0.032626818817648645,0.004656801527359436,0.0007875191050654328,0.0061893928106776675,0.0008543805931794687,0.06608305101814817,0.013889802352580301,0.000927400599348753,0.004128020358544584,0.007312460975828294
"Professional, scientific and technical activities",0.0309082523445109,0.023005810532873705,0.12803329551519294,0.016348265042894484,0.053140573208221936,0.06375775099160653,0.022293979687455567,0.02903554740618001,0.042294919430506984,0.21796335960504593,0.009124432499006485,0.048463791769835805,0.11634340044711865,0.21954685788866177,0.021064366995593213,0.04124928054225872,0.10916633632588812,0.029937616256093338,0.48616274348593613,0.07174118705814359,0.018465310348235148,0.02357928086816975,0.012965809115630996,0.4431105605703662,0.11408003649625992,0.009683344004098305,0.03350170519578282,0.10789503982014519
Administrative and support services,0.030871981620364183,0.041800352025198315,0.24361362198615424,0.03933264332878178,0.07187848205207449,0.10346141696416905,0.022567101380996653,0.0415833764159264,0.0737484043307278,0.29085980499876257,0.0120279612568202,0.07716571875911067,0.23970152488319738,0.6711829659236014,0.04910580543524761,0.040730482608832067,0.23493452704718373,0.03422591413082406,0.2078666715506789,0.06771887147861808,0.021535950187357836,0.046196543881702704,0.020170747022901128,0.9289276583347248,0.10131061287177581,0.015543048381185103,0.04455423838437294,0.1075809939572041
Public administration and defence; compulsory social security,0.05243291576443508,0.036571104402278454,0.2061935449116036,0.03586729425706575,0.07610130971729102,0.17100940841234133,0.03649214044149832,0.0686467674125423,0.0456896335055799,0.1817333958899469,0.016870199178490367,0.10343195623515584,0.2495638334058171,0.4255687944996762,0.014537836515925447,0.046499501447663176,0.1601671770881376,0.05243620349784301,0.2451439188342118,0.08768315303139679,0.027139180648786933,0.055421060359275985,0.025832278078041986,0.5108211916491687,0.11228299271097723,0.015566597328553516,0.036125689035567544,0.04633808124912597
Education,0.04755828487013605,0.015927684911104002,0.16414565386839963,0.020434540662009344,0.08755769959738473,0.09707876676253195,0.026220977081777896,0.029889364587589215,0.036597894280842806,0.17044218679291223,0.01151264374674518,0.08648993815096141,0.3521782805752429,0.1937180837721353,0.008789534710479073,0.055799595916820224,0.13985200111565477,0.02374198697306703,0.3640601363293219,0.15528922129634945,0.017102322503764738,0.033946832423984545,0.017560686281511303,0.21340790492517492,0.05970014028152902,0.009451368795567947,0.02012979409450306,0.08180354934477596
Human health and social work activities,0.06467181882642571,0.043192359051623275,0.21009532150792254,0.026199428714173956,0.07458696517987022,0.09752202610660608,0.021124347167235907,0.058916233015345314,0.0700551804591393,0.5148241265259091,0.023838473492445278,0.16805928461334807,0.38628736444317074,0.2741097202406425,0.017862714981313865,0.04961758078131516,0.19510002211422556,0.06738109624025113,0.3353370967352862,0.0952088669961333,0.024315050436376134,0.02635891575281071,0.022537504185363245,1.1346367472523284,0.10445333046852934,0.029775984105522593,0.061282178970586444,0.10270852085861866
"Arts, entertainment and recreation",0.041330742659737074,0.032341170184869476,0.16599162083332225,0.022106158762977064,0.08278536592366229,0.1538173684871059,0.04346660569282412,0.034471129639455,0.057949128857788856,0.3960153909133616,0.0119669844349466,0.08821905152129599,0.36698166149544453,0.34688370838566673,0.01893391605954055,0.09449196926724648,0.18306156148347974,0.048697541436513864,0.3384048113084723,0.07925606368431823,0.018711182509265324,0.06457558545817978,0.018283257296583106,0.7488333688686134,0.08476993320686817,0.020708960385336553,0.0225203655758267,0.10842061820911936
Other service activities,0.04758562778536998,0.033131746349400366,0.15572261615199748,0.021678854940200006,0.091451604611887,0.1486905032513956,0.026622447374333717,0.03862019777656711,0.07658677271815131,0.1977952831892323,0.017831961712201364,0.09011493706982149,0.18442206136905182,0.2526953673670522,0.016060633952906828,0.09225818760811198,0.15705236013781673,0.048309570249552625,0.27190161054428563,0.12134165249963069,0.01506855557985439,0.035110156578550156,0.014812409181351363,1.0739997307112379,0.07419722109326132,0.014233260512029458,0.046039147355281924,0.12843512461713388
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Impact,0.05950228078001786,0.04744140812665238,0.3006358511666026,0.040862411318712134,0.11076117016764365,0.19638398690016756,0.045050701004502085,0.07883596962450795,0.0900397902678328,0.4046474689368173,0.01856072909368655,0.10359529234175345,0.3282606110044551,0.51527249585431,0.029683842930902444,0.07981903563487511,0.2906505408832154,0.06858283241447136,0.433492649524216,0.13292055623351917,0.0323249188099769,0.07665541425294291,0.02493283314965495,1.1275889071382363,0.12407196016241086,0.022541327155458837,0.0452853830810035,0.17112062413476184
